plant,district,date,year,month,pipe_bursts,elevated,elevated_next,predicted,split
SEBERANG TEMBELING,JERANTUT,2025-09-01,2025,9,0,0,0,0.15684021838232787,test
SEBERANG TEMBELING,JERANTUT,2025-10-01,2025,10,1,0,0,0.12673418890196492,test
SEBERANG TEMBELING,JERANTUT,2025-11-01,2025,11,1,0,0,0.054093812683428874,test
SEKOR,PEKAN,2023-01-01,2023,1,1,0,0,0.14433640348149385,train
SEKOR,PEKAN,2023-02-01,2023,2,1,0,0,0.12868021156487564,train
SEKOR,PEKAN,2023-03-01,2023,3,1,0,0,0.1471430850024353,train
SEKOR,PEKAN,2023-04-01,2023,4,1,0,0,0.1379155557628435,train
SEKOR,PEKAN,2023-05-01,2023,5,1,0,0,0.13969909292959592,train
SEKOR,PEKAN,2023-06-01,2023,6,1,0,0,0.12866352882459015,train
SEKOR,PEKAN,2023-07-01,2023,7,1,0,0,0.1436788521094814,train
SEKOR,PEKAN,2023-08-01,2023,8,1,0,0,0.12151130064220292,train
SEKOR,PEKAN,2023-09-01,2023,9,1,0,0,0.18767781843258952,train
SEKOR,PEKAN,2023-10-01,2023,10,1,0,1,0.3500716261990155,train
SEKOR,PEKAN,2023-11-01,2023,11,2,1,1,0.3694990428662501,train
SEKOR,PEKAN,2023-12-01,2023,12,2,1,1,0.356513419364913,train
SEKOR,PEKAN,2024-01-01,2024,1,2,1,0,0.21204168620539715,train
SEKOR,PEKAN,2024-02-01,2024,2,1,0,0,0.16000629736617344,train
SEKOR,PEKAN,2024-03-01,2024,3,1,0,0,0.2127835152051459,train
SEKOR,PEKAN,2024-04-01,2024,4,1,0,0,0.16770023128219555,train
SEKOR,PEKAN,2024-05-01,2024,5,1,0,1,0.3640883878471059,train
SEKOR,PEKAN,2024-06-01,2024,6,2,1,1,0.42271804813572317,train
SEKOR,PEKAN,2024-07-01,2024,7,2,1,0,0.31362888432190106,train
SEKOR,PEKAN,2024-08-01,2024,8,1,0,0,0.2314640754498247,train
SEKOR,PEKAN,2024-09-01,2024,9,1,0,0,0.21444273247028253,train
SEKOR,PEKAN,2024-10-01,2024,10,1,0,0,0.17130466212028284,train
SEKOR,PEKAN,2024-11-01,2024,11,1,0,0,0.21488559829160905,train
SEKOR,PEKAN,2024-12-01,2024,12,1,0,0,0.2131023051993947,train
SEKOR,PEKAN,2025-01-01,2025,1,1,0,1,0.32813191063707847,train
SEKOR,PEKAN,2025-02-01,2025,2,2,1,0,0.18351586189267483,train
SEKOR,PEKAN,2025-03-01,2025,3,1,0,1,0.37490609879039644,train
SEKOR,PEKAN,2025-04-01,2025,4,2,1,0,0.2444740708559949,train
SEKOR,PEKAN,2025-05-01,2025,5,1,0,0,0.2609597795565289,train
SEKOR,PEKAN,2025-06-01,2025,6,1,0,0,0.22856201019369723,test
SEKOR,PEKAN,2025-07-01,2025,7,1,0,0,0.24288341876943428,test
SEKOR,PEKAN,2025-08-01,2025,8,1,0,1,0.22077776330257445,test
SEKOR,PEKAN,2025-09-01,2025,9,2,1,1,0.28568360986475405,test
SEKOR,PEKAN,2025-10-01,2025,10,2,1,1,0.28234503873926686,test
SEKOR,PEKAN,2025-11-01,2025,11,2,1,0,0.2592318691187628,test
SELENDANG,ROMPIN,2023-01-01,2023,1,1,0,0,0.16334967540946824,train
SELENDANG,ROMPIN,2023-02-01,2023,2,1,0,0,0.1141049216547832,train
SELENDANG,ROMPIN,2023-03-01,2023,3,1,0,0,0.21161176182165126,train
SELENDANG,ROMPIN,2023-04-01,2023,4,1,0,0,0.1392650877381495,train
SELENDANG,ROMPIN,2023-05-01,2023,5,1,0,1,0.3979366582956324,train
SELENDANG,ROMPIN,2023-06-01,2023,6,2,1,0,0.1870316431349185,train
SELENDANG,ROMPIN,2023-07-01,2023,7,1,0,0,0.13258331090716932,train
SELENDANG,ROMPIN,2023-08-01,2023,8,1,0,0,0.09876173889973859,train
SELENDANG,ROMPIN,2023-09-01,2023,9,1,0,0,0.20944368785747242,train
SELENDANG,ROMPIN,2023-10-01,2023,10,0,0,0,0.1950763478768779,train
SELENDANG,ROMPIN,2023-11-01,2023,11,1,0,0,0.16985434909278274,train
SELENDANG,ROMPIN,2023-12-01,2023,12,1,0,0,0.19661757582724676,train
SELENDANG,ROMPIN,2024-01-01,2024,1,1,0,1,0.3637598972171071,train
SELENDANG,ROMPIN,2024-02-01,2024,2,2,1,0,0.16506951956410196,train
SELENDANG,ROMPIN,2024-03-01,2024,3,1,0,1,0.39450224940541745,train
SELENDANG,ROMPIN,2024-04-01,2024,4,2,1,1,0.4005872424591484,train
SELENDANG,ROMPIN,2024-05-01,2024,5,2,1,0,0.22415474896658455,train
SELENDANG,ROMPIN,2024-06-01,2024,6,1,0,0,0.18165864484025085,train
SELENDANG,ROMPIN,2024-07-01,2024,7,1,0,0,0.16273563335271035,train
SELENDANG,ROMPIN,2024-08-01,2024,8,1,0,0,0.21589654024826327,train
SELENDANG,ROMPIN,2024-09-01,2024,9,1,0,0,0.21459780216744292,train
SELENDANG,ROMPIN,2024-10-01,2024,10,1,0,1,0.40905165434313956,train
SELENDANG,ROMPIN,2024-11-01,2024,11,2,1,0,0.24931797888102353,train
SELENDANG,ROMPIN,2024-12-01,2024,12,1,0,0,0.16882351088323516,train
SELENDANG,ROMPIN,2025-01-01,2025,1,1,0,0,0.20499008795371335,train
SELENDANG,ROMPIN,2025-02-01,2025,2,1,0,0,0.17234327457194007,train
SELENDANG,ROMPIN,2025-03-01,2025,3,1,0,1,0.4837584549107974,train
SELENDANG,ROMPIN,2025-04-01,2025,4,2,1,1,0.30625073164721844,train
SELENDANG,ROMPIN,2025-05-01,2025,5,2,1,0,0.29715946190788317,train
SELENDANG,ROMPIN,2025-06-01,2025,6,1,0,0,0.2383079703302494,test
SELENDANG,ROMPIN,2025-07-01,2025,7,1,0,0,0.2019358252787283,test
SELENDANG,ROMPIN,2025-08-01,2025,8,1,0,1,0.3437500818805602,test
SELENDANG,ROMPIN,2025-09-01,2025,9,2,1,0,0.28955676971448574,test
SELENDANG,ROMPIN,2025-10-01,2025,10,1,0,0,0.29338679794264344,test
SELENDANG,ROMPIN,2025-11-01,2025,11,1,0,0,0.23465153714503897,test
SEMAMBU,KUANTAN,2023-01-01,2023,1,17,1,1,0.9903545516983019,train
SEMAMBU,KUANTAN,2023-02-01,2023,2,20,1,1,0.9998076923076923,train
SEMAMBU,KUANTAN,2023-03-01,2023,3,10,1,1,0.9983576657260868,train
SEMAMBU,KUANTAN,2023-04-01,2023,4,10,1,1,0.9973021101705313,train
SEMAMBU,KUANTAN,2023-05-01,2023,5,12,1,1,1.0,train
SEMAMBU,KUANTAN,2023-06-01,2023,6,17,1,1,0.997432791988713,train
SEMAMBU,KUANTAN,2023-07-01,2023,7,20,1,1,0.9984271101705312,train
SEMAMBU,KUANTAN,2023-08-01,2023,8,18,1,1,0.9986354435038645,train
SEMAMBU,KUANTAN,2023-09-01,2023,9,16,1,1,0.9994722222222222,train
SEMAMBU,KUANTAN,2023-10-01,2023,10,22,1,1,1.0,train
SEMAMBU,KUANTAN,2023-11-01,2023,11,21,1,1,0.9989307692307692,train
SEMAMBU,KUANTAN,2023-12-01,2023,12,16,1,1,0.998876050420168,train
SEMAMBU,KUANTAN,2024-01-01,2024,1,15,1,1,0.9994722222222222,train
SEMAMBU,KUANTAN,2024-02-01,2024,2,9,1,1,0.9964249694749695,train
SEMAMBU,KUANTAN,2024-03-01,2024,3,10,1,1,1.0,train
SEMAMBU,KUANTAN,2024-04-01,2024,4,8,1,1,1.0,train
SEMAMBU,KUANTAN,2024-05-01,2024,5,20,1,1,0.9996875,train
SEMAMBU,KUANTAN,2024-06-01,2024,6,19,1,1,0.9990625,train
SEMAMBU,KUANTAN,2024-07-01,2024,7,7,1,1,0.9969799093879976,train
SEMAMBU,KUANTAN,2024-08-01,2024,8,12,1,1,1.0,train
SEMAMBU,KUANTAN,2024-09-01,2024,9,19,1,1,1.0,train
SEMAMBU,KUANTAN,2024-10-01,2024,10,17,1,1,0.9977689255189255,train
SEMAMBU,KUANTAN,2024-11-01,2024,11,10,1,1,0.9948208798511431,train
SEMAMBU,KUANTAN,2024-12-01,2024,12,18,1,1,1.0,train
SEMAMBU,KUANTAN,2025-01-01,2025,1,8,1,1,0.9994722222222222,train
SEMAMBU,KUANTAN,2025-02-01,2025,2,8,1,1,0.9898103774557916,train
SEMAMBU,KUANTAN,2025-03-01,2025,3,15,1,1,0.9992307692307691,train
SEMAMBU,KUANTAN,2025-04-01,2025,4,12,1,1,0.9994722222222222,train
SEMAMBU,KUANTAN,2025-05-01,2025,5,8,1,1,0.9996875,train
SEMAMBU,KUANTAN,2025-06-01,2025,6,14,1,1,0.9991597222222223,test
SEMAMBU,KUANTAN,2025-07-01,2025,7,10,1,1,0.9990625,test
SEMAMBU,KUANTAN,2025-08-01,2025,8,17,1,1,0.9973125,test
SEMAMBU,KUANTAN,2025-09-01,2025,9,8,1,1,0.989416553063006,test
SEMAMBU,KUANTAN,2025-10-01,2025,10,14,1,1,0.9994722222222222,test
SEMAMBU,KUANTAN,2025-11-01,2025,11,14,1,1,1.0,test
SEPAYANG,ROMPIN,2023-01-01,2023,1,1,0,0,0.10173969626453473,train
SEPAYANG,ROMPIN,2023-02-01,2023,2,1,0,0,0.1041478221604341,train
SEPAYANG,ROMPIN,2023-03-01,2023,3,1,0,0,0.12104480436978764,train
SEPAYANG,ROMPIN,2023-04-01,2023,4,1,0,1,0.29872488193186547,train
SEPAYANG,ROMPIN,2023-05-01,2023,5,2,1,1,0.32453473163357266,train
SEPAYANG,ROMPIN,2023-06-01,2023,6,2,1,0,0.30513755934027076,train
SEPAYANG,ROMPIN,2023-07-01,2023,7,1,0,1,0.34394321465749,train
SEPAYANG,ROMPIN,2023-08-01,2023,8,2,1,0,0.2596772896583759,train
SEPAYANG,ROMPIN,2023-09-01,2023,9,1,0,0,0.19669703257505639,train
SEPAYANG,ROMPIN,2023-10-01,2023,10,1,0,0,0.23838257769212465,train
SEPAYANG,ROMPIN,2023-11-01,2023,11,1,0,0,0.20920912788746937,train
SEPAYANG,ROMPIN,2023-12-01,2023,12,1,0,0,0.17380140019525442,train
SEPAYANG,ROMPIN,2024-01-01,2024,1,1,0,0,0.17232325449017183,train
SEPAYANG,ROMPIN,2024-02-01,2024,2,1,0,0,0.09620523062099658,train
SEPAYANG,ROMPIN,2024-03-01,2024,3,1,0,0,0.07236335805306476,train
SEPAYANG,ROMPIN,2024-04-01,2024,4,1,0,0,0.12640376977139064,train
SEPAYANG,ROMPIN,2024-05-01,2024,5,1,0,0,0.06081988061982761,train
SEPAYANG,ROMPIN,2024-06-01,2024,6,1,0,0,0.08814389485783433,train
SEPAYANG,ROMPIN,2024-07-01,2024,7,1,0,0,0.11766024811180037,train
SEPAYANG,ROMPIN,2024-08-01,2024,8,1,0,0,0.09282899109597523,train
SEPAYANG,ROMPIN,2024-09-01,2024,9,1,0,0,0.08786109966268386,train
SEPAYANG,ROMPIN,2024-10-01,2024,10,1,0,0,0.07183287125288153,train
SEPAYANG,ROMPIN,2024-11-01,2024,11,1,0,0,0.11139332570460869,train
SEPAYANG,ROMPIN,2024-12-01,2024,12,1,0,0,0.10343905914885608,train
SEPAYANG,ROMPIN,2025-01-01,2025,1,1,0,0,0.08919576234822822,train
SEPAYANG,ROMPIN,2025-02-01,2025,2,1,0,0,0.09179857384916279,train
SEPAYANG,ROMPIN,2025-03-01,2025,3,1,0,0,0.07255529300526019,train
SEPAYANG,ROMPIN,2025-04-01,2025,4,1,0,0,0.07593352491030593,train
SEPAYANG,ROMPIN,2025-05-01,2025,5,1,0,0,0.14831378404296394,train
SEPAYANG,ROMPIN,2025-06-01,2025,6,1,0,0,0.07135133954596028,test
SEPAYANG,ROMPIN,2025-07-01,2025,7,0,0,0,0.10301685481227812,test
SEPAYANG,ROMPIN,2025-08-01,2025,8,1,0,0,0.11647958607689059,test
SEPAYANG,ROMPIN,2025-09-01,2025,9,1,0,0,0.09602296980292085,test
SEPAYANG,ROMPIN,2025-10-01,2025,10,1,0,0,0.1336494482765775,test
SEPAYANG,ROMPIN,2025-11-01,2025,11,1,0,0,0.11500484556813544,test
SG AUR,ROMPIN,2023-01-01,2023,1,1,0,0,0.017582022955774376,train
SG AUR,ROMPIN,2023-02-01,2023,2,1,0,0,0.017006172790586818,train
SG AUR,ROMPIN,2023-03-01,2023,3,1,0,0,0.019626041777008756,train
SG AUR,ROMPIN,2023-04-01,2023,4,1,0,0,0.025251957398189643,train
SG AUR,ROMPIN,2023-05-01,2023,5,1,0,0,0.013159575793573469,train
SG AUR,ROMPIN,2023-06-01,2023,6,1,0,0,0.014594466932836836,train
SG AUR,ROMPIN,2023-07-01,2023,7,0,0,0,0.017672968575542104,train
SG AUR,ROMPIN,2023-08-01,2023,8,1,0,0,0.012880646061233172,train
SG AUR,ROMPIN,2023-09-01,2023,9,1,0,0,0.01227765635477165,train
SG AUR,ROMPIN,2023-10-01,2023,10,1,0,0,0.0071315992725206855,train
SG AUR,ROMPIN,2023-11-01,2023,11,1,0,0,0.008530210712250545,train
SG AUR,ROMPIN,2023-12-01,2023,12,1,0,0,0.0033078977547402193,train
SG AUR,ROMPIN,2024-01-01,2024,1,0,0,0,0.014363309526596835,train
SG AUR,ROMPIN,2024-02-01,2024,2,1,0,0,0.02586444273557725,train
SG AUR,ROMPIN,2024-03-01,2024,3,0,0,0,0.015748087613972152,train
SG AUR,ROMPIN,2024-04-01,2024,4,0,0,0,0.012848319368539956,train
SG AUR,ROMPIN,2024-05-01,2024,5,1,0,0,0.008005132793821968,train
SG AUR,ROMPIN,2024-06-01,2024,6,1,0,0,0.014155196239948558,train
SG AUR,ROMPIN,2024-07-01,2024,7,1,0,0,0.01565378336515939,train
SG AUR,ROMPIN,2024-08-01,2024,8,1,0,0,0.011661973684699234,train
SG AUR,ROMPIN,2024-09-01,2024,9,1,0,0,0.0026062497762548474,train
SG AUR,ROMPIN,2024-10-01,2024,10,1,0,0,0.01199630974552523,train
SG AUR,ROMPIN,2024-11-01,2024,11,1,0,0,0.00641804473495299,train
SG AUR,ROMPIN,2024-12-01,2024,12,1,0,0,0.005768975827853896,train
SG AUR,ROMPIN,2025-01-01,2025,1,1,0,0,0.008305082038536239,train
SG AUR,ROMPIN,2025-02-01,2025,2,1,0,0,0.017027317949471,train
SG AUR,ROMPIN,2025-03-01,2025,3,0,0,0,0.014356492077156028,train
SG AUR,ROMPIN,2025-04-01,2025,4,1,0,0,0.011572284651286704,train
SG AUR,ROMPIN,2025-05-01,2025,5,1,0,0,0.009672770029677926,train
SG AUR,ROMPIN,2025-06-01,2025,6,1,0,0,0.015637521713023964,test
SG AUR,ROMPIN,2025-07-01,2025,7,1,0,0,0.018856726591230364,test
SG AUR,ROMPIN,2025-08-01,2025,8,1,0,0,0.010783221276695384,test
SG AUR,ROMPIN,2025-09-01,2025,9,1,0,0,0.009214433041289787,test
SG AUR,ROMPIN,2025-10-01,2025,10,1,0,0,0.004221724904673339,test
SG AUR,ROMPIN,2025-11-01,2025,11,0,0,0,0.01504678405446075,test
SG BERA (KEPAYANG),BERA,2023-01-01,2023,1,2,1,0,0.32420758966091756,train
SG BERA (KEPAYANG),BERA,2023-02-01,2023,2,1,0,0,0.2703301492371952,train
SG BERA (KEPAYANG),BERA,2023-03-01,2023,3,1,0,1,0.4628117201452173,train
SG BERA (KEPAYANG),BERA,2023-04-01,2023,4,2,1,0,0.3482737039089748,train
SG BERA (KEPAYANG),BERA,2023-05-01,2023,5,1,0,0,0.4097783521555993,train
SG BERA (KEPAYANG),BERA,2023-06-01,2023,6,1,0,0,0.3033368392989835,train
SG BERA (KEPAYANG),BERA,2023-07-01,2023,7,1,0,1,0.49593699709795247,train
SG BERA (KEPAYANG),BERA,2023-08-01,2023,8,2,1,1,0.5654346802805416,train
SG BERA (KEPAYANG),BERA,2023-09-01,2023,9,2,1,0,0.2566048184424428,train
SG BERA (KEPAYANG),BERA,2023-10-01,2023,10,1,0,0,0.2622742547718581,train
SG BERA (KEPAYANG),BERA,2023-11-01,2023,11,1,0,0,0.2989698528891325,train
SG BERA (KEPAYANG),BERA,2023-12-01,2023,12,1,0,0,0.2530811689144698,train
SG BERA (KEPAYANG),BERA,2024-01-01,2024,1,1,0,1,0.5166823474389213,train
SG BERA (KEPAYANG),BERA,2024-02-01,2024,2,2,1,1,0.5353132100905774,train
SG BERA (KEPAYANG),BERA,2024-03-01,2024,3,2,1,1,0.5470497692610892,train
SG BERA (KEPAYANG),BERA,2024-04-01,2024,4,2,1,1,0.6027723635048093,train
SG BERA (KEPAYANG),BERA,2024-05-01,2024,5,2,1,1,0.6334865046142761,train
SG BERA (KEPAYANG),BERA,2024-06-01,2024,6,2,1,1,0.7091812511524469,train
SG BERA (KEPAYANG),BERA,2024-07-01,2024,7,2,1,0,0.48337159553241316,train
SG BERA (KEPAYANG),BERA,2024-08-01,2024,8,1,0,1,0.6147572732776923,train
SG BERA (KEPAYANG),BERA,2024-09-01,2024,9,2,1,1,0.6047608443172268,train
SG BERA (KEPAYANG),BERA,2024-10-01,2024,10,2,1,1,0.5523797817852916,train
SG BERA (KEPAYANG),BERA,2024-11-01,2024,11,2,1,0,0.4304344828054591,train
SG BERA (KEPAYANG),BERA,2024-12-01,2024,12,1,0,1,0.4699400530152249,train
SG BERA (KEPAYANG),BERA,2025-01-01,2025,1,2,1,1,0.5249664101117214,train
SG BERA (KEPAYANG),BERA,2025-02-01,2025,2,2,1,0,0.4989118768117844,train
SG BERA (KEPAYANG),BERA,2025-03-01,2025,3,1,0,0,0.49848159432696726,train
SG BERA (KEPAYANG),BERA,2025-04-01,2025,4,1,0,1,0.5469620575100402,train
SG BERA (KEPAYANG),BERA,2025-05-01,2025,5,2,1,0,0.4945423690208402,train
SG BERA (KEPAYANG),BERA,2025-06-01,2025,6,1,0,0,0.5056789637132956,test
SG BERA (KEPAYANG),BERA,2025-07-01,2025,7,1,0,1,0.4812810262588147,test
SG BERA (KEPAYANG),BERA,2025-08-01,2025,8,2,1,1,0.45356340114738103,test
SG BERA (KEPAYANG),BERA,2025-09-01,2025,9,2,1,1,0.5229172666308072,test
SG BERA (KEPAYANG),BERA,2025-10-01,2025,10,2,1,0,0.524214468849701,test
SG BERA (KEPAYANG),BERA,2025-11-01,2025,11,1,0,1,0.3094731501034626,test
SG BERA (TEMBANGAU),BERA,2023-01-01,2023,1,2,1,0,0.4240055464060709,train
SG BERA (TEMBANGAU),BERA,2023-02-01,2023,2,1,0,0,0.34002805799836927,train
SG BERA (TEMBANGAU),BERA,2023-03-01,2023,3,1,0,1,0.4512895422199466,train
SG BERA (TEMBANGAU),BERA,2023-04-01,2023,4,2,1,1,0.5857569168911037,train
SG BERA (TEMBANGAU),BERA,2023-05-01,2023,5,2,1,1,0.5861937370957456,train
SG BERA (TEMBANGAU),BERA,2023-06-01,2023,6,2,1,1,0.6534732706476383,train
SG BERA (TEMBANGAU),BERA,2023-07-01,2023,7,2,1,1,0.6115017577986595,train
SG BERA (TEMBANGAU),BERA,2023-08-01,2023,8,2,1,0,0.5289787484513689,train
SG BERA (TEMBANGAU),BERA,2023-09-01,2023,9,1,0,1,0.537460265729775,train
SG BERA (TEMBANGAU),BERA,2023-10-01,2023,10,2,1,1,0.6160436344617465,train
SG BERA (TEMBANGAU),BERA,2023-11-01,2023,11,2,1,0,0.3961609203653896,train
SG BERA (TEMBANGAU),BERA,2023-12-01,2023,12,1,0,1,0.5108435109164899,train
SG BERA (TEMBANGAU),BERA,2024-01-01,2024,1,2,1,1,0.5320586285519657,train
SG BERA (TEMBANGAU),BERA,2024-02-01,2024,2,2,1,0,0.2934519973951838,train
SG BERA (TEMBANGAU),BERA,2024-03-01,2024,3,1,0,0,0.3512198203315333,train
SG BERA (TEMBANGAU),BERA,2024-04-01,2024,4,1,0,0,0.3137114898290777,train
SG BERA (TEMBANGAU),BERA,2024-05-01,2024,5,1,0,0,0.2597762688004166,train
SG BERA (TEMBANGAU),BERA,2024-06-01,2024,6,1,0,0,0.23518071865312534,train
SG BERA (TEMBANGAU),BERA,2024-07-01,2024,7,1,0,0,0.2643427684603551,train
SG BERA (TEMBANGAU),BERA,2024-08-01,2024,8,1,0,1,0.41896306309268977,train
SG BERA (TEMBANGAU),BERA,2024-09-01,2024,9,2,1,1,0.49326578741009564,train
SG BERA (TEMBANGAU),BERA,2024-10-01,2024,10,2,1,1,0.41358545932145346,train
SG BERA (TEMBANGAU),BERA,2024-11-01,2024,11,2,1,0,0.3379747573999379,train
SG BERA (TEMBANGAU),BERA,2024-12-01,2024,12,1,0,0,0.29556642007341266,train
SG BERA (TEMBANGAU),BERA,2025-01-01,2025,1,1,0,0,0.26443074389840776,train
SG BERA (TEMBANGAU),BERA,2025-02-01,2025,2,1,0,0,0.2803733004592297,train
SG BERA (TEMBANGAU),BERA,2025-03-01,2025,3,1,0,0,0.24784281704335162,train
SG BERA (TEMBANGAU),BERA,2025-04-01,2025,4,1,0,0,0.26793959380926374,train
SG BERA (TEMBANGAU),BERA,2025-05-01,2025,5,1,0,0,0.2777442150634523,train
SG BERA (TEMBANGAU),BERA,2025-06-01,2025,6,1,0,0,0.29794522008972424,test
SG BERA (TEMBANGAU),BERA,2025-07-01,2025,7,1,0,0,0.3426714010528062,test
SG BERA (TEMBANGAU),BERA,2025-08-01,2025,8,1,0,1,0.35148625191203514,test
SG BERA (TEMBANGAU),BERA,2025-09-01,2025,9,2,1,1,0.38571700524600033,test
SG BERA (TEMBANGAU),BERA,2025-10-01,2025,10,2,1,1,0.4539543089680755,test
SG BERA (TEMBANGAU),BERA,2025-11-01,2025,11,2,1,0,0.34170083799611506,test
SG BILUT,RAUB,2023-01-01,2023,1,2,1,1,0.6632371186467235,train
SG BILUT,RAUB,2023-02-01,2023,2,2,1,1,0.6888043576033911,train
SG BILUT,RAUB,2023-03-01,2023,3,2,1,1,0.7013528085376518,train
SG BILUT,RAUB,2023-04-01,2023,4,2,1,1,0.6325652969930006,train
SG BILUT,RAUB,2023-05-01,2023,5,2,1,0,0.4148056738223373,train
SG BILUT,RAUB,2023-06-01,2023,6,1,0,0,0.5922412803693313,train
SG BILUT,RAUB,2023-07-01,2023,7,1,0,1,0.6956200450831933,train
SG BILUT,RAUB,2023-08-01,2023,8,2,1,1,0.6804712272986956,train
SG BILUT,RAUB,2023-09-01,2023,9,2,1,0,0.5004064747705204,train
SG BILUT,RAUB,2023-10-01,2023,10,1,0,1,0.6923981556717435,train
SG BILUT,RAUB,2023-11-01,2023,11,2,1,0,0.4102459396152998,train
SG BILUT,RAUB,2023-12-01,2023,12,1,0,0,0.4386887309085483,train
SG BILUT,RAUB,2024-01-01,2024,1,1,0,1,0.7413974590318887,train
SG BILUT,RAUB,2024-02-01,2024,2,2,1,1,0.6592186435275857,train
SG BILUT,RAUB,2024-03-01,2024,3,2,1,0,0.4288681668538563,train
SG BILUT,RAUB,2024-04-01,2024,4,1,0,1,0.7106450017204282,train
SG BILUT,RAUB,2024-05-01,2024,5,2,1,0,0.5115088144562101,train
SG BILUT,RAUB,2024-06-01,2024,6,1,0,1,0.7313708856877335,train
SG BILUT,RAUB,2024-07-01,2024,7,2,1,0,0.40700443256194313,train
SG BILUT,RAUB,2024-08-01,2024,8,1,0,0,0.47976194958177376,train
SG BILUT,RAUB,2024-09-01,2024,9,1,0,1,0.7676302098433233,train
SG BILUT,RAUB,2024-10-01,2024,10,3,1,1,0.6287573436240388,train
SG BILUT,RAUB,2024-11-01,2024,11,3,1,0,0.4873302499523012,train
SG BILUT,RAUB,2024-12-01,2024,12,1,0,1,0.6172546851799572,train
SG BILUT,RAUB,2025-01-01,2025,1,2,1,1,0.6353367211382386,train
SG BILUT,RAUB,2025-02-01,2025,2,2,1,0,0.5175935983565109,train
SG BILUT,RAUB,2025-03-01,2025,3,1,0,1,0.6706903847914113,train
SG BILUT,RAUB,2025-04-01,2025,4,2,1,0,0.43624055361290404,train
SG BILUT,RAUB,2025-05-01,2025,5,1,0,1,0.6938932508135719,train
SG BILUT,RAUB,2025-06-01,2025,6,3,1,1,0.5409241920158196,test
SG BILUT,RAUB,2025-07-01,2025,7,2,1,1,0.6112450391053613,test
SG BILUT,RAUB,2025-08-01,2025,8,2,1,1,0.43646802031789284,test
SG BILUT,RAUB,2025-09-01,2025,9,2,1,1,0.5417763493788708,test
SG BILUT,RAUB,2025-10-01,2025,10,3,1,1,0.5157139268469484,test
SG BILUT,RAUB,2025-11-01,2025,11,2,1,1,0.6375673150351215,test
SG GAPOI,BENTONG,2023-01-01,2023,1,2,1,1,0.7704816360038538,train
SG GAPOI,BENTONG,2023-02-01,2023,2,2,1,1,0.8032664961587193,train
SG GAPOI,BENTONG,2023-03-01,2023,3,3,1,0,0.6367268132808316,train
SG GAPOI,BENTONG,2023-04-01,2023,4,1,0,1,0.7824977008563424,train
SG GAPOI,BENTONG,2023-05-01,2023,5,2,1,0,0.5879629762952908,train
SG GAPOI,BENTONG,2023-06-01,2023,6,1,0,1,0.7866055539342439,train
SG GAPOI,BENTONG,2023-07-01,2023,7,2,1,1,0.7536492260201354,train
SG GAPOI,BENTONG,2023-08-01,2023,8,3,1,0,0.5732603691874268,train
SG GAPOI,BENTONG,2023-09-01,2023,9,1,0,1,0.8556112121088707,train
SG GAPOI,BENTONG,2023-10-01,2023,10,3,1,0,0.59872301382265,train
SG GAPOI,BENTONG,2023-11-01,2023,11,1,0,1,0.8132507455774514,train
SG GAPOI,BENTONG,2023-12-01,2023,12,3,1,0,0.5313578342012871,train
SG GAPOI,BENTONG,2024-01-01,2024,1,1,0,0,0.6729624484433421,train
SG GAPOI,BENTONG,2024-02-01,2024,2,1,0,1,0.7336622517775906,train
SG GAPOI,BENTONG,2024-03-01,2024,3,3,1,1,0.6801772411746316,train
SG GAPOI,BENTONG,2024-04-01,2024,4,2,1,1,0.703698027337817,train
SG GAPOI,BENTONG,2024-05-01,2024,5,2,1,1,0.772934637401573,train
SG GAPOI,BENTONG,2024-06-01,2024,6,3,1,1,0.6507650022119809,train
SG GAPOI,BENTONG,2024-07-01,2024,7,2,1,1,0.7109002864916758,train
SG GAPOI,BENTONG,2024-08-01,2024,8,3,1,1,0.6900028084812836,train
SG GAPOI,BENTONG,2024-09-01,2024,9,3,1,0,0.596307995718442,train
SG GAPOI,BENTONG,2024-10-01,2024,10,1,0,1,0.7661638843716464,train
SG GAPOI,BENTONG,2024-11-01,2024,11,2,1,1,0.7981737449173972,train
SG GAPOI,BENTONG,2024-12-01,2024,12,3,1,1,0.7517519843702574,train
SG GAPOI,BENTONG,2025-01-01,2025,1,2,1,1,0.7439713926798194,train
SG GAPOI,BENTONG,2025-02-01,2025,2,3,1,0,0.5435732037437122,train
SG GAPOI,BENTONG,2025-03-01,2025,3,1,0,1,0.7640862220341521,train
SG GAPOI,BENTONG,2025-04-01,2025,4,2,1,0,0.652978776341138,train
SG GAPOI,BENTONG,2025-05-01,2025,5,1,0,1,0.8348628708649167,train
SG GAPOI,BENTONG,2025-06-01,2025,6,2,1,1,0.7429273963048872,test
SG GAPOI,BENTONG,2025-07-01,2025,7,3,1,1,0.6702048608839649,test
SG GAPOI,BENTONG,2025-08-01,2025,8,3,1,1,0.6277379118358823,test
SG GAPOI,BENTONG,2025-09-01,2025,9,3,1,1,0.6641423278599697,test
SG GAPOI,BENTONG,2025-10-01,2025,10,2,1,1,0.7877130378757704,test
SG GAPOI,BENTONG,2025-11-01,2025,11,2,1,1,0.8079362228557112,test
SG JELAI,LIPIS,2023-01-01,2023,1,10,1,1,0.9937481219760632,train
SG JELAI,LIPIS,2023-02-01,2023,2,9,1,1,1.0,train
SG JELAI,LIPIS,2023-03-01,2023,3,17,1,1,0.9989880952380953,train
