plant,district,date,year,month,pipe_bursts,elevated,elevated_next,predicted,split
BUKIT FRASER,RAUB,2024-07-01,2024,7,2,1,1,0.5180368899081877,train
BUKIT FRASER,RAUB,2024-08-01,2024,8,2,1,1,0.5113363407458458,train
BUKIT FRASER,RAUB,2024-09-01,2024,9,2,1,0,0.38127825519561065,train
BUKIT FRASER,RAUB,2024-10-01,2024,10,1,0,1,0.4647442663019752,train
BUKIT FRASER,RAUB,2024-11-01,2024,11,2,1,1,0.4364736277193852,train
BUKIT FRASER,RAUB,2024-12-01,2024,12,2,1,0,0.35154575569102936,train
BUKIT FRASER,RAUB,2025-01-01,2025,1,1,0,1,0.4167678831384152,train
BUKIT FRASER,RAUB,2025-02-01,2025,2,2,1,0,0.3103267929356295,train
BUKIT FRASER,RAUB,2025-03-01,2025,3,1,0,1,0.44910733056606583,train
BUKIT FRASER,RAUB,2025-04-01,2025,4,2,1,0,0.31911201367696646,train
BUKIT FRASER,RAUB,2025-05-01,2025,5,1,0,1,0.5524570166323682,train
BUKIT FRASER,RAUB,2025-06-01,2025,6,2,1,0,0.4191160081510594,test
BUKIT FRASER,RAUB,2025-07-01,2025,7,1,0,0,0.4193228807650449,test
BUKIT FRASER,RAUB,2025-08-01,2025,8,1,0,0,0.34188568012146403,test
BUKIT FRASER,RAUB,2025-09-01,2025,9,1,0,0,0.3735412609860988,test
BUKIT FRASER,RAUB,2025-10-01,2025,10,1,0,1,0.3512975268878561,test
BUKIT FRASER,RAUB,2025-11-01,2025,11,2,1,0,0.2996329952820536,test
BUKIT SAGU,KUANTAN,2023-01-01,2023,1,2,1,1,0.6102116153354227,train
BUKIT SAGU,KUANTAN,2023-02-01,2023,2,2,1,0,0.48388780995021713,train
BUKIT SAGU,KUANTAN,2023-03-01,2023,3,1,0,0,0.38738206782330664,train
BUKIT SAGU,KUANTAN,2023-04-01,2023,4,1,0,1,0.7078279347908846,train
BUKIT SAGU,KUANTAN,2023-05-01,2023,5,2,1,1,0.6927753501311982,train
BUKIT SAGU,KUANTAN,2023-06-01,2023,6,2,1,0,0.48169985889036154,train
BUKIT SAGU,KUANTAN,2023-07-01,2023,7,1,0,1,0.640131793662845,train
BUKIT SAGU,KUANTAN,2023-08-01,2023,8,2,1,1,0.7132098164751067,train
BUKIT SAGU,KUANTAN,2023-09-01,2023,9,2,1,1,0.6047887018057386,train
BUKIT SAGU,KUANTAN,2023-10-01,2023,10,2,1,1,0.6696693102193065,train
BUKIT SAGU,KUANTAN,2023-11-01,2023,11,2,1,0,0.38263009484765476,train
BUKIT SAGU,KUANTAN,2023-12-01,2023,12,1,0,0,0.4208647213171622,train
BUKIT SAGU,KUANTAN,2024-01-01,2024,1,1,0,1,0.5571975969657276,train
BUKIT SAGU,KUANTAN,2024-02-01,2024,2,2,1,0,0.4446298035191071,train
BUKIT SAGU,KUANTAN,2024-03-01,2024,3,1,0,0,0.41692337048735034,train
BUKIT SAGU,KUANTAN,2024-04-01,2024,4,1,0,1,0.6145721204228111,train
BUKIT SAGU,KUANTAN,2024-05-01,2024,5,2,1,1,0.7585937277912557,train
BUKIT SAGU,KUANTAN,2024-06-01,2024,6,2,1,1,0.7145769849929076,train
BUKIT SAGU,KUANTAN,2024-07-01,2024,7,2,1,0,0.4372312872900818,train
BUKIT SAGU,KUANTAN,2024-08-01,2024,8,1,0,0,0.48103307956059405,train
BUKIT SAGU,KUANTAN,2024-09-01,2024,9,1,0,0,0.4289077335140075,train
BUKIT SAGU,KUANTAN,2024-10-01,2024,10,1,0,1,0.6833736938211848,train
BUKIT SAGU,KUANTAN,2024-11-01,2024,11,2,1,0,0.4029616956549961,train
BUKIT SAGU,KUANTAN,2024-12-01,2024,12,1,0,1,0.5342995418262199,train
BUKIT SAGU,KUANTAN,2025-01-01,2025,1,2,1,1,0.6068433845804013,train
BUKIT SAGU,KUANTAN,2025-02-01,2025,2,2,1,1,0.6175791540250704,train
BUKIT SAGU,KUANTAN,2025-03-01,2025,3,2,1,0,0.4161700072988013,train
BUKIT SAGU,KUANTAN,2025-04-01,2025,4,1,0,1,0.5904599781088011,train
BUKIT SAGU,KUANTAN,2025-05-01,2025,5,2,1,1,0.6580339095617767,train
BUKIT SAGU,KUANTAN,2025-06-01,2025,6,2,1,1,0.5999713193907165,test
BUKIT SAGU,KUANTAN,2025-07-01,2025,7,2,1,1,0.5273107149869936,test
BUKIT SAGU,KUANTAN,2025-08-01,2025,8,2,1,1,0.5265563610634125,test
BUKIT SAGU,KUANTAN,2025-09-01,2025,9,2,1,1,0.6097547538101942,test
BUKIT SAGU,KUANTAN,2025-10-01,2025,10,2,1,1,0.46931992778637593,test
BUKIT SAGU,KUANTAN,2025-11-01,2025,11,2,1,0,0.49521439879883467,test
BUKIT UBI,KUANTAN,2023-01-01,2023,1,8,1,1,0.989483120981186,train
BUKIT UBI,KUANTAN,2023-02-01,2023,2,9,1,1,0.9997058823529411,train
BUKIT UBI,KUANTAN,2023-03-01,2023,3,9,1,1,1.0,train
BUKIT UBI,KUANTAN,2023-04-01,2023,4,5,1,1,1.0,train
BUKIT UBI,KUANTAN,2023-05-01,2023,5,14,1,1,0.9907031404268247,train
BUKIT UBI,KUANTAN,2023-06-01,2023,6,9,1,1,0.9986666666666667,train
BUKIT UBI,KUANTAN,2023-07-01,2023,7,7,1,1,1.0,train
BUKIT UBI,KUANTAN,2023-08-01,2023,8,13,1,1,0.9997058823529411,train
BUKIT UBI,KUANTAN,2023-09-01,2023,9,12,1,1,0.9997058823529411,train
BUKIT UBI,KUANTAN,2023-10-01,2023,10,10,1,1,1.0,train
BUKIT UBI,KUANTAN,2023-11-01,2023,11,4,1,1,0.9937412415747653,train
BUKIT UBI,KUANTAN,2023-12-01,2023,12,5,1,1,0.9913001714649647,train
BUKIT UBI,KUANTAN,2024-01-01,2024,1,11,1,1,0.9995743034055729,train
BUKIT UBI,KUANTAN,2024-02-01,2024,2,7,1,1,1.0,train
BUKIT UBI,KUANTAN,2024-03-01,2024,3,5,1,1,0.9982582477435418,train
BUKIT UBI,KUANTAN,2024-04-01,2024,4,10,1,1,0.9998214285714286,train
BUKIT UBI,KUANTAN,2024-05-01,2024,5,13,1,1,1.0,train
BUKIT UBI,KUANTAN,2024-06-01,2024,6,11,1,1,1.0,train
BUKIT UBI,KUANTAN,2024-07-01,2024,7,5,1,1,1.0,train
BUKIT UBI,KUANTAN,2024-08-01,2024,8,14,1,1,0.9875386667426141,train
BUKIT UBI,KUANTAN,2024-09-01,2024,9,10,1,1,1.0,train
BUKIT UBI,KUANTAN,2024-10-01,2024,10,11,1,1,1.0,train
BUKIT UBI,KUANTAN,2024-11-01,2024,11,13,1,1,0.9997058823529411,train
BUKIT UBI,KUANTAN,2024-12-01,2024,12,6,1,1,0.9997058823529411,train
BUKIT UBI,KUANTAN,2025-01-01,2025,1,13,1,1,0.9997058823529411,train
BUKIT UBI,KUANTAN,2025-02-01,2025,2,6,1,1,0.9974350490196079,train
BUKIT UBI,KUANTAN,2025-03-01,2025,3,6,1,1,0.9995833333333334,train
BUKIT UBI,KUANTAN,2025-04-01,2025,4,11,1,1,1.0,train
BUKIT UBI,KUANTAN,2025-05-01,2025,5,10,1,1,1.0,train
BUKIT UBI,KUANTAN,2025-06-01,2025,6,11,1,1,0.9990625,test
BUKIT UBI,KUANTAN,2025-07-01,2025,7,7,1,1,1.0,test
BUKIT UBI,KUANTAN,2025-08-01,2025,8,14,1,1,0.9926674261411103,test
BUKIT UBI,KUANTAN,2025-09-01,2025,9,6,1,1,1.0,test
BUKIT UBI,KUANTAN,2025-10-01,2025,10,13,1,1,1.0,test
BUKIT UBI,KUANTAN,2025-11-01,2025,11,6,1,1,0.9997058823529411,test
CHENOR,MARAN,2023-01-01,2023,1,1,0,0,0.004370589571247465,train
CHENOR,MARAN,2023-02-01,2023,2,1,0,0,0.01925890899363271,train
CHENOR,MARAN,2023-03-01,2023,3,1,0,0,0.007466347614373932,train
CHENOR,MARAN,2023-04-01,2023,4,1,0,0,0.001530346588396124,train
CHENOR,MARAN,2023-05-01,2023,5,1,0,0,0.0018880464865371985,train
CHENOR,MARAN,2023-06-01,2023,6,1,0,0,0.003286352826310257,train
CHENOR,MARAN,2023-07-01,2023,7,1,0,0,0.005569645267013688,train
CHENOR,MARAN,2023-08-01,2023,8,1,0,0,0.009154204348283295,train
CHENOR,MARAN,2023-09-01,2023,9,1,0,0,0.006416429140399392,train
CHENOR,MARAN,2023-10-01,2023,10,1,0,0,0.00858270657641367,train
CHENOR,MARAN,2023-11-01,2023,11,1,0,0,0.004683252885147488,train
CHENOR,MARAN,2023-12-01,2023,12,1,0,0,0.002225154231733179,train
CHENOR,MARAN,2024-01-01,2024,1,1,0,0,0.0048629743794217474,train
CHENOR,MARAN,2024-02-01,2024,2,1,0,0,0.00041666666666666664,train
CHENOR,MARAN,2024-03-01,2024,3,1,0,0,0.005447377610206558,train
CHENOR,MARAN,2024-04-01,2024,4,1,0,0,0.0,train
CHENOR,MARAN,2024-05-01,2024,5,1,0,0,0.003918541783711221,train
CHENOR,MARAN,2024-06-01,2024,6,1,0,0,0.0012857142857142859,train
CHENOR,MARAN,2024-07-01,2024,7,1,0,0,0.002187007984705353,train
CHENOR,MARAN,2024-08-01,2024,8,1,0,0,0.0048849407171775595,train
CHENOR,MARAN,2024-09-01,2024,9,0,0,0,0.005376431972310456,train
CHENOR,MARAN,2024-10-01,2024,10,1,0,0,0.008135802345453714,train
CHENOR,MARAN,2024-11-01,2024,11,1,0,0,0.011357879384771462,train
CHENOR,MARAN,2024-12-01,2024,12,1,0,0,0.003459824345891616,train
CHENOR,MARAN,2025-01-01,2025,1,1,0,0,0.006766334607085382,train
CHENOR,MARAN,2025-02-01,2025,2,1,0,0,0.01327305304531546,train
CHENOR,MARAN,2025-03-01,2025,3,1,0,0,0.006393057922469687,train
CHENOR,MARAN,2025-04-01,2025,4,1,0,0,0.0041702022392811865,train
CHENOR,MARAN,2025-05-01,2025,5,0,0,0,0.014493019915502751,train
CHENOR,MARAN,2025-06-01,2025,6,1,0,0,0.020427148988477056,test
CHENOR,MARAN,2025-07-01,2025,7,1,0,0,0.018587626808581007,test
CHENOR,MARAN,2025-08-01,2025,8,1,0,0,0.014808153533772725,test
CHENOR,MARAN,2025-09-01,2025,9,0,0,0,0.010263040461860124,test
CHENOR,MARAN,2025-10-01,2025,10,1,0,0,0.0029857133642930854,test
CHENOR,MARAN,2025-11-01,2025,11,1,0,0,0.005935236678283353,test
CHINI,PEKAN,2023-01-01,2023,1,1,0,0,0.004279734848484848,train
CHINI,PEKAN,2023-02-01,2023,2,1,0,0,0.011967255757658234,train
CHINI,PEKAN,2023-03-01,2023,3,1,0,0,0.010480216004512679,train
CHINI,PEKAN,2023-04-01,2023,4,1,0,0,0.02302189772398497,train
CHINI,PEKAN,2023-05-01,2023,5,1,0,0,0.008624911390352567,train
CHINI,PEKAN,2023-06-01,2023,6,1,0,0,0.020555594233892124,train
CHINI,PEKAN,2023-07-01,2023,7,1,0,0,0.026375992523564547,train
CHINI,PEKAN,2023-08-01,2023,8,1,0,0,0.02061071399616123,train
CHINI,PEKAN,2023-09-01,2023,9,1,0,0,0.015820284665311754,train
CHINI,PEKAN,2023-10-01,2023,10,1,0,0,0.0059183813119571636,train
CHINI,PEKAN,2023-11-01,2023,11,0,0,0,0.018384208604190263,train
CHINI,PEKAN,2023-12-01,2023,12,1,0,0,0.018963616580115264,train
CHINI,PEKAN,2024-01-01,2024,1,1,0,0,0.0030068738628521237,train
CHINI,PEKAN,2024-02-01,2024,2,1,0,0,0.025144415442509054,train
CHINI,PEKAN,2024-03-01,2024,3,1,0,0,0.025492966437773944,train
CHINI,PEKAN,2024-04-01,2024,4,1,0,0,0.014458705563405054,train
CHINI,PEKAN,2024-05-01,2024,5,1,0,0,0.026499550191063172,train
CHINI,PEKAN,2024-06-01,2024,6,1,0,0,0.017601660009785258,train
CHINI,PEKAN,2024-07-01,2024,7,1,0,0,0.012322711319013815,train
CHINI,PEKAN,2024-08-01,2024,8,1,0,0,0.012742194222902428,train
CHINI,PEKAN,2024-09-01,2024,9,1,0,0,0.011034908796614612,train
CHINI,PEKAN,2024-10-01,2024,10,1,0,0,0.009386683193490975,train
CHINI,PEKAN,2024-11-01,2024,11,1,0,0,0.010149872276845962,train
CHINI,PEKAN,2024-12-01,2024,12,1,0,0,0.018834401922006246,train
CHINI,PEKAN,2025-01-01,2025,1,1,0,0,0.012157291600130477,train
CHINI,PEKAN,2025-02-01,2025,2,1,0,0,0.016201403149890502,train
CHINI,PEKAN,2025-03-01,2025,3,1,0,0,0.026385247996564276,train
CHINI,PEKAN,2025-04-01,2025,4,0,0,0,0.033617735954382014,train
CHINI,PEKAN,2025-05-01,2025,5,1,0,0,0.03271830761052558,train
CHINI,PEKAN,2025-06-01,2025,6,1,0,0,0.01662353284935901,test
CHINI,PEKAN,2025-07-01,2025,7,1,0,0,0.02786407811476796,test
CHINI,PEKAN,2025-08-01,2025,8,1,0,0,0.013087184913170917,test
CHINI,PEKAN,2025-09-01,2025,9,1,0,0,0.025429932137958935,test
CHINI,PEKAN,2025-10-01,2025,10,1,0,0,0.027552284611212455,test
CHINI,PEKAN,2025-11-01,2025,11,1,0,0,0.012953398235751177,test
GANCHONG,PEKAN,2023-01-01,2023,1,1,0,0,0.009375293486821002,train
GANCHONG,PEKAN,2023-02-01,2023,2,1,0,0,0.010766034606417552,train
GANCHONG,PEKAN,2023-03-01,2023,3,1,0,0,0.004418718637521693,train
GANCHONG,PEKAN,2023-04-01,2023,4,1,0,0,0.002112291986687148,train
GANCHONG,PEKAN,2023-05-01,2023,5,1,0,0,0.039530008603971815,train
GANCHONG,PEKAN,2023-06-01,2023,6,1,0,0,0.008027121657152615,train
GANCHONG,PEKAN,2023-07-01,2023,7,1,0,0,0.0209923463432791,train
GANCHONG,PEKAN,2023-08-01,2023,8,1,0,0,0.0208269971907976,train
GANCHONG,PEKAN,2023-09-01,2023,9,1,0,0,0.003595818432774954,train
GANCHONG,PEKAN,2023-10-01,2023,10,1,0,0,0.0012291666666666666,train
GANCHONG,PEKAN,2023-11-01,2023,11,1,0,0,0.028621712047664158,train
GANCHONG,PEKAN,2023-12-01,2023,12,1,0,0,0.012332454961310392,train
GANCHONG,PEKAN,2024-01-01,2024,1,1,0,0,0.0008513708513708514,train
GANCHONG,PEKAN,2024-02-01,2024,2,1,0,0,0.01734606038323624,train
GANCHONG,PEKAN,2024-03-01,2024,3,1,0,0,0.0030036700530652145,train
GANCHONG,PEKAN,2024-04-01,2024,4,1,0,0,0.0026515702789679774,train
GANCHONG,PEKAN,2024-05-01,2024,5,1,0,0,0.008163637814545573,train
GANCHONG,PEKAN,2024-06-01,2024,6,1,0,0,0.01533015908352427,train
GANCHONG,PEKAN,2024-07-01,2024,7,1,0,0,0.0011420454545454544,train
GANCHONG,PEKAN,2024-08-01,2024,8,0,0,0,0.009144856777209718,train
GANCHONG,PEKAN,2024-09-01,2024,9,1,0,0,0.012986303292924722,train
GANCHONG,PEKAN,2024-10-01,2024,10,1,0,0,0.002643076730033252,train
GANCHONG,PEKAN,2024-11-01,2024,11,1,0,0,0.01417618848085179,train
GANCHONG,PEKAN,2024-12-01,2024,12,1,0,0,0.003028617216117216,train
GANCHONG,PEKAN,2025-01-01,2025,1,1,0,0,0.0018368980053762663,train
GANCHONG,PEKAN,2025-02-01,2025,2,1,0,0,0.0066874344910335635,train
GANCHONG,PEKAN,2025-03-01,2025,3,1,0,0,0.013578498760051681,train
GANCHONG,PEKAN,2025-04-01,2025,4,1,0,0,0.002349967061923584,train
GANCHONG,PEKAN,2025-05-01,2025,5,1,0,0,0.008413251000207522,train
GANCHONG,PEKAN,2025-06-01,2025,6,0,0,0,0.0053531242042271455,test
GANCHONG,PEKAN,2025-07-01,2025,7,1,0,0,0.013773793737990689,test
GANCHONG,PEKAN,2025-08-01,2025,8,1,0,0,0.011829321153172838,test
GANCHONG,PEKAN,2025-09-01,2025,9,1,0,0,0.012700297399149085,test
GANCHONG,PEKAN,2025-10-01,2025,10,1,0,0,0.013163936591957456,test
GANCHONG,PEKAN,2025-11-01,2025,11,1,0,0,0.004727056021463916,test
HABU,CAMERON HIGHLANDS,2023-01-01,2023,1,1,0,0,0.010529295609790965,train
HABU,CAMERON HIGHLANDS,2023-02-01,2023,2,1,0,0,0.003072383498854087,train
HABU,CAMERON HIGHLANDS,2023-03-01,2023,3,1,0,0,0.006500854129530598,train
HABU,CAMERON HIGHLANDS,2023-04-01,2023,4,1,0,0,0.008018401941196058,train
HABU,CAMERON HIGHLANDS,2023-05-01,2023,5,1,0,0,0.0009637605042016805,train
HABU,CAMERON HIGHLANDS,2023-06-01,2023,6,1,0,0,0.005246007604366738,train
HABU,CAMERON HIGHLANDS,2023-07-01,2023,7,1,0,0,0.004177038239538239,train
HABU,CAMERON HIGHLANDS,2023-08-01,2023,8,1,0,0,0.011611915692890586,train
HABU,CAMERON HIGHLANDS,2023-09-01,2023,9,1,0,0,0.003566100566100566,train
HABU,CAMERON HIGHLANDS,2023-10-01,2023,10,1,0,0,0.006016350200367229,train
HABU,CAMERON HIGHLANDS,2023-11-01,2023,11,1,0,0,0.005036742196571917,train
HABU,CAMERON HIGHLANDS,2023-12-01,2023,12,1,0,0,0.008719384985929104,train
HABU,CAMERON HIGHLANDS,2024-01-01,2024,1,1,0,0,0.009652013427748723,train
HABU,CAMERON HIGHLANDS,2024-02-01,2024,2,1,0,0,0.0016525533290239172,train
HABU,CAMERON HIGHLANDS,2024-03-01,2024,3,1,0,0,0.007297784473868063,train
HABU,CAMERON HIGHLANDS,2024-04-01,2024,4,1,0,0,0.005716726642810232,train
HABU,CAMERON HIGHLANDS,2024-05-01,2024,5,1,0,0,0.00792064274482416,train
HABU,CAMERON HIGHLANDS,2024-06-01,2024,6,0,0,0,0.0065107641611503175,train
HABU,CAMERON HIGHLANDS,2024-07-01,2024,7,1,0,0,0.0059923237727745405,train
HABU,CAMERON HIGHLANDS,2024-08-01,2024,8,1,0,0,0.0014250700280112043,train
HABU,CAMERON HIGHLANDS,2024-09-01,2024,9,1,0,0,0.015970644532850076,train
HABU,CAMERON HIGHLANDS,2024-10-01,2024,10,1,0,0,0.0027798561088034773,train
HABU,CAMERON HIGHLANDS,2024-11-01,2024,11,1,0,0,0.0036157172076289722,train
HABU,CAMERON HIGHLANDS,2024-12-01,2024,12,1,0,0,0.004428899059317015,train
HABU,CAMERON HIGHLANDS,2025-01-01,2025,1,1,0,0,0.0019340659340659342,train
HABU,CAMERON HIGHLANDS,2025-02-01,2025,2,1,0,0,0.002901523109243697,train
HABU,CAMERON HIGHLANDS,2025-03-01,2025,3,1,0,0,0.0011160714285714285,train
HABU,CAMERON HIGHLANDS,2025-04-01,2025,4,1,0,0,0.0017798427063132945,train
HABU,CAMERON HIGHLANDS,2025-05-01,2025,5,1,0,0,0.00035714285714285714,train
HABU,CAMERON HIGHLANDS,2025-06-01,2025,6,1,0,0,0.0038095188326166584,test
HABU,CAMERON HIGHLANDS,2025-07-01,2025,7,1,0,0,0.008435593302466366,test
HABU,CAMERON HIGHLANDS,2025-08-01,2025,8,1,0,0,0.00966084354242249,test
HABU,CAMERON HIGHLANDS,2025-09-01,2025,9,1,0,0,0.0008173076923076923,test
HABU,CAMERON HIGHLANDS,2025-10-01,2025,10,1,0,0,0.002993212197159565,test
HABU,CAMERON HIGHLANDS,2025-11-01,2025,11,1,0,0,0.006330832909780279,test
JANDA BAIK,BENTONG,2023-01-01,2023,1,1,0,1,0.6494901901102205,train
JANDA BAIK,BENTONG,2023-02-01,2023,2,2,1,0,0.4176506332176653,train
JANDA BAIK,BENTONG,2023-03-01,2023,3,1,0,1,0.7355770477903752,train
JANDA BAIK,BENTONG,2023-04-01,2023,4,2,1,0,0.44555437082547283,train
JANDA BAIK,BENTONG,2023-05-01,2023,5,1,0,1,0.6719385785053719,train
JANDA BAIK,BENTONG,2023-06-01,2023,6,2,1,1,0.6090895792478666,train
JANDA BAIK,BENTONG,2023-07-01,2023,7,2,1,0,0.38632453557230695,train
JANDA BAIK,BENTONG,2023-08-01,2023,8,1,0,1,0.6488634956467232,train
JANDA BAIK,BENTONG,2023-09-01,2023,9,2,1,1,0.6656241797161657,train
JANDA BAIK,BENTONG,2023-10-01,2023,10,2,1,0,0.42344220554180284,train
JANDA BAIK,BENTONG,2023-11-01,2023,11,1,0,0,0.5117067211839512,train
JANDA BAIK,BENTONG,2023-12-01,2023,12,1,0,1,0.5511302593670414,train
JANDA BAIK,BENTONG,2024-01-01,2024,1,2,1,1,0.5942977073500042,train
JANDA BAIK,BENTONG,2024-02-01,2024,2,2,1,1,0.6077362150883012,train
JANDA BAIK,BENTONG,2024-03-01,2024,3,2,1,0,0.4406731038637614,train
JANDA BAIK,BENTONG,2024-04-01,2024,4,1,0,1,0.6306110021582486,train
JANDA BAIK,BENTONG,2024-05-01,2024,5,2,1,0,0.4800548833617013,train
JANDA BAIK,BENTONG,2024-06-01,2024,6,1,0,1,0.6527970964964989,train
JANDA BAIK,BENTONG,2024-07-01,2024,7,2,1,1,0.5792954603555522,train
JANDA BAIK,BENTONG,2024-08-01,2024,8,2,1,0,0.3988998867186693,train
JANDA BAIK,BENTONG,2024-09-01,2024,9,1,0,1,0.6762442338699359,train
JANDA BAIK,BENTONG,2024-10-01,2024,10,2,1,0,0.4447700867064593,train
JANDA BAIK,BENTONG,2024-11-01,2024,11,1,0,0,0.4966418593083195,train
JANDA BAIK,BENTONG,2024-12-01,2024,12,1,0,0,0.486246424486541,train
JANDA BAIK,BENTONG,2025-01-01,2025,1,1,0,0,0.5444264201046994,train
JANDA BAIK,BENTONG,2025-02-01,2025,2,1,0,0,0.5346901842386221,train
JANDA BAIK,BENTONG,2025-03-01,2025,3,1,0,1,0.6159338073528522,train
JANDA BAIK,BENTONG,2025-04-01,2025,4,2,1,1,0.5736408128057164,train
JANDA BAIK,BENTONG,2025-05-01,2025,5,2,1,0,0.5020437461208309,train
JANDA BAIK,BENTONG,2025-06-01,2025,6,1,0,1,0.6092932408858357,test
JANDA BAIK,BENTONG,2025-07-01,2025,7,2,1,1,0.5145339615881303,test
JANDA BAIK,BENTONG,2025-08-01,2025,8,2,1,0,0.5143651178945154,test
JANDA BAIK,BENTONG,2025-09-01,2025,9,1,0,0,0.525830008007084,test
JANDA BAIK,BENTONG,2025-10-01,2025,10,1,0,0,0.6421071006659441,test
JANDA BAIK,BENTONG,2025-11-01,2025,11,1,0,1,0.5448631790581672,test
JAWI-JAWI,BENTONG,2023-01-01,2023,1,1,0,0,0.41693158037274186,train
JAWI-JAWI,BENTONG,2023-02-01,2023,2,1,0,0,0.4322854652410837,train
JAWI-JAWI,BENTONG,2023-03-01,2023,3,1,0,1,0.5594813642106571,train
JAWI-JAWI,BENTONG,2023-04-01,2023,4,2,1,1,0.5889634905349374,train
JAWI-JAWI,BENTONG,2023-05-01,2023,5,2,1,0,0.45347601365102264,train
JAWI-JAWI,BENTONG,2023-06-01,2023,6,1,0,1,0.6542426832488999,train
JAWI-JAWI,BENTONG,2023-07-01,2023,7,3,1,0,0.5344529794242472,train
JAWI-JAWI,BENTONG,2023-08-01,2023,8,1,0,1,0.7234722704589884,train
JAWI-JAWI,BENTONG,2023-09-01,2023,9,2,1,0,0.4424942799707024,train
JAWI-JAWI,BENTONG,2023-10-01,2023,10,1,0,1,0.5578915467280477,train
JAWI-JAWI,BENTONG,2023-11-01,2023,11,2,1,0,0.46619109959059285,train
JAWI-JAWI,BENTONG,2023-12-01,2023,12,1,0,1,0.5695644693933029,train
JAWI-JAWI,BENTONG,2024-01-01,2024,1,2,1,0,0.4083915641364104,train
JAWI-JAWI,BENTONG,2024-02-01,2024,2,1,0,0,0.380703909850492,train
JAWI-JAWI,BENTONG,2024-03-01,2024,3,1,0,0,0.47288085066100344,train
JAWI-JAWI,BENTONG,2024-04-01,2024,4,1,0,0,0.510093996095226,train
JAWI-JAWI,BENTONG,2024-05-01,2024,5,1,0,1,0.640720510345234,train
JAWI-JAWI,BENTONG,2024-06-01,2024,6,2,1,1,0.6365001087960028,train
JAWI-JAWI,BENTONG,2024-07-01,2024,7,2,1,1,0.6810795916032311,train
JAWI-JAWI,BENTONG,2024-08-01,2024,8,2,1,1,0.6850227558216538,train
JAWI-JAWI,BENTONG,2024-09-01,2024,9,2,1,1,0.6992573997901723,train
JAWI-JAWI,BENTONG,2024-10-01,2024,10,2,1,1,0.6237733885542808,train
JAWI-JAWI,BENTONG,2024-11-01,2024,11,2,1,1,0.6108243484676174,train
JAWI-JAWI,BENTONG,2024-12-01,2024,12,2,1,0,0.5023445444623326,train
JAWI-JAWI,BENTONG,2025-01-01,2025,1,1,0,0,0.38563696271419623,train
JAWI-JAWI,BENTONG,2025-02-01,2025,2,1,0,0,0.39147895832304913,train
JAWI-JAWI,BENTONG,2025-03-01,2025,3,1,0,0,0.43416051584757304,train
JAWI-JAWI,BENTONG,2025-04-01,2025,4,1,0,1,0.6913130746340754,train
JAWI-JAWI,BENTONG,2025-05-01,2025,5,2,1,1,0.731145680797361,train
JAWI-JAWI,BENTONG,2025-06-01,2025,6,2,1,0,0.7289257289943092,test
JAWI-JAWI,BENTONG,2025-07-01,2025,7,1,0,1,0.6043106487567796,test
JAWI-JAWI,BENTONG,2025-08-01,2025,8,2,1,0,0.7084268526067983,test
JAWI-JAWI,BENTONG,2025-09-01,2025,9,1,0,1,0.58273356689627,test
JAWI-JAWI,BENTONG,2025-10-01,2025,10,2,1,1,0.4532625916870968,test
JAWI-JAWI,BENTONG,2025-11-01,2025,11,2,1,1,0.4533721060774774,test
JENDERAK KG,TEMERLOH,2023-01-01,2023,1,2,1,0,0.23069006640592357,train
JENDERAK KG,TEMERLOH,2023-02-01,2023,2,1,0,0,0.2014105265934748,train
JENDERAK KG,TEMERLOH,2023-03-01,2023,3,1,0,0,0.13264528917331683,train
JENDERAK KG,TEMERLOH,2023-04-01,2023,4,1,0,0,0.18155501742270214,train
JENDERAK KG,TEMERLOH,2023-05-01,2023,5,1,0,1,0.3041585097523192,train
JENDERAK KG,TEMERLOH,2023-06-01,2023,6,2,1,0,0.1720372724879012,train
JENDERAK KG,TEMERLOH,2023-07-01,2023,7,1,0,0,0.09644396654279452,train
JENDERAK KG,TEMERLOH,2023-08-01,2023,8,1,0,0,0.14815011716331894,train
JENDERAK KG,TEMERLOH,2023-09-01,2023,9,1,0,0,0.1468820344935793,train
JENDERAK KG,TEMERLOH,2023-10-01,2023,10,1,0,0,0.14811459054507198,train
JENDERAK KG,TEMERLOH,2023-11-01,2023,11,1,0,1,0.25781761090268945,train
JENDERAK KG,TEMERLOH,2023-12-01,2023,12,2,1,0,0.19556108131509975,train
JENDERAK KG,TEMERLOH,2024-01-01,2024,1,1,0,0,0.10922916017486858,train
JENDERAK KG,TEMERLOH,2024-02-01,2024,2,1,0,0,0.1775125762597371,train
JENDERAK KG,TEMERLOH,2024-03-01,2024,3,1,0,0,0.17725628236984523,train
JENDERAK KG,TEMERLOH,2024-04-01,2024,4,1,0,0,0.11987486435762287,train
JENDERAK KG,TEMERLOH,2024-05-01,2024,5,1,0,0,0.13074759392031576,train
JENDERAK KG,TEMERLOH,2024-06-01,2024,6,1,0,0,0.11291734481732586,train
JENDERAK KG,TEMERLOH,2024-07-01,2024,7,1,0,0,0.11217112114937645,train
JENDERAK KG,TEMERLOH,2024-08-01,2024,8,1,0,0,0.12162361005296997,train
JENDERAK KG,TEMERLOH,2024-09-01,2024,9,1,0,0,0.11345736546825277,train
JENDERAK KG,TEMERLOH,2024-10-01,2024,10,1,0,0,0.16276389163891736,train
JENDERAK KG,TEMERLOH,2024-11-01,2024,11,1,0,0,0.10732539550073343,train
